지점,일시,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
22105,2019-02-02 05:00,5.6,282,8.5,1019.2,47,5.7,13.5,2.4,1.4,1,5.3,336
22105,2019-02-02 06:00,6.8,305,9.1,1019.7,44,5.7,13.5,2.2,1.2,.8,5.3,318
22105,2019-02-02 07:00,7.7,304,9.9,1019.9,44,5.4,13.5,2,1.1,.8,3.8,308
22105,2019-02-02 08:00,7.4,313,9.5,1020.2,43,5.8,13.4,2.7,1.4,1,5.3,322
22105,2019-02-02 09:00,5.6,308,7.4,1020.7,40,5.8,13.4,2.1,1.2,.9,5.3,318
22105,2019-02-02 10:00,4.4,297,6.8,1020.9,43,6.1,13.4,1.9,1.1,.8,5.3,338
22105,2019-02-02 11:00,3.2,316,4.9,1021,40,6.3,13.3,1.7,1,.7,4.6,311
22105,2019-02-02 12:00,1.2,183,2.9,1021.1,40,6.9,13.3,1.7,.9,.7,4.9,325
22105,2019-02-02 13:00,2.7,167,4.2,1020.5,37,6.8,13.3,1.3,.9,.6,6.4,344
22105,2019-02-02 14:00,2.5,166,4.4,1020.5,42,7,13.3,1.5,.8,.6,5.8,340
22105,2019-02-02 15:00,3.4,125,5.4,1019.8,46,7.2,13.3,1.4,.8,.5,5.3,343
22105,2019-02-02 16:00,5.3,153,6.6,1019.2,57,7.4,13.3,1.2,.6,.5,5.8,329
22105,2019-02-02 17:00,6,146,7.5,1018.8,54,7.5,13.2,1.3,.8,.6,5.8,338
22105,2019-02-02 18:00,5,152,6.5,1019.1,47,7.5,12.4,1.3,.8,.6,5.3,332
22105,2019-02-02 19:00,4,157,5.4,,50,7.8,12.4,1.4,.8,.6,5.8,335
22105,2019-02-02 20:00,3.7,170,4.8,1018.6,47,9.5,12.3,1,.7,.5,5.3,346
22105,2019-02-02 21:00,5.6,193,7.8,1017.5,42,9.5,12.3,1.1,.8,.6,5.3,339
22105,2019-02-02 22:00,6.5,211,7.9,1018.2,50,9.3,12.3,1.7,1,.7,4.6,198
22105,2019-02-02 23:00,7.8,200,9.5,1017.6,58,9.5,12.3,2,1,.7,4.3,214
22105,2019-02-03 00:00,4.4,218,6.3,1018.1,53,8.8,12.3,1.6,.9,.6,4,215
22105,2019-02-03 01:00,3.8,220,5.8,1018.1,53,9.2,12.3,1.2,.7,.5,4.9,341
22105,2019-02-03 02:00,4.4,234,5.9,1017.7,50,9,12.4,1.2,.7,.5,4.9,101
22105,2019-02-03 03:00,5.8,234,7.6,1017.2,47,9.4,12.4,1.3,.8,.6,4.3,171
22105,2019-02-03 04:00,6.5,215,8.1,1016.4,49,9.2,12.4,1.4,.9,.6,4.6,160
22105,2019-02-03 05:00,6.2,193,8.2,1016,52,9.2,12.4,1.7,1,.7,4.6,190
22105,2019-02-03 06:00,7.3,179,8.9,1014.7,64,9.5,12.5,1.9,1.3,.9,4.9,180
22105,2019-02-03 07:00,6.9,180,8.6,1013.8,73,8.9,12.6,1.9,1.1,.8,4.3,189
22105,2019-02-03 08:00,6,189,7.8,1013.1,81,9.4,12.6,1.7,1.1,.8,6.4,155
22105,2019-02-03 09:00,5.7,186,6.9,1012.3,87,9.6,12.7,1.5,1,.7,5.3,169
22105,2019-02-03 10:00,3.7,188,4.8,1011.5,90,9.9,12.6,1.5,.9,.6,5.3,145
22105,2019-02-03 11:00,1.8,175,2.6,1010.7,92,10,12.6,1.3,.8,.6,5.3,146
22105,2019-02-03 12:00,.4,262,1.3,1009.4,92,9.8,12.5,1.3,.7,.5,3.6,183
22105,2019-02-03 13:00,4.9,286,6.7,1008.1,91,9.3,12.5,1.3,.8,.6,4.9,169
22105,2019-02-03 14:00,6.1,311,7.8,1006.1,85,9.1,12.6,2.2,1.1,.8,5.3,168
22105,2019-02-03 15:00,5.9,297,7.5,1005.4,85,9.6,12.7,1.8,1.2,.8,6.4,184
22105,2019-02-03 16:00,5.6,352,7.6,1005.5,88,10.2,12.6,2,1.3,.9,7.1,188
22105,2019-02-03 17:00,10.6,357,13,1005.5,87,8.9,12.4,2.7,1.7,1.2,6.4,194
22105,2019-02-03 18:00,10.5,351,12.8,1006.2,87,7.5,12.3,3.4,1.9,1.3,4.3,16
22105,2019-02-03 19:00,8.7,349,10.9,1007.4,85,6.7,12.2,3.5,1.9,1.3,5.3,4
22105,2019-02-03 20:00,8.2,352,11,1008.4,82,7.1,12.2,3.5,1.9,1.3,5.3,41
22105,2019-02-03 21:00,7.1,345,9.1,1008.5,81,6.8,12.2,3,1.8,1.3,5.8,49
22105,2019-02-03 22:00,6.9,335,9.1,1008.8,81,6.9,12.3,3,1.7,1.2,6.4,197
22105,2019-02-03 23:00,6.2,318,8.3,1009.3,77,7.8,12.3,2.5,1.7,1.2,7.1,194
22105,2019-02-04 00:00,7.5,320,9.9,1009.8,76,7.5,12.2,2.4,1.4,1,7.1,173
22105,2019-02-04 01:00,10.5,315,13.2,1010.8,72,8.5,12.2,2.6,1.6,1.1,4.6,19
22105,2019-02-04 02:00,10,302,13,1012.1,62,8.7,12.2,2.4,1.6,1.1,4.6,314
22105,2019-02-04 03:00,8.7,286,11.7,1013.6,56,9.2,12.2,3.1,1.7,1.2,4.6,339
22105,2019-02-04 04:00,10.6,298,13.3,1014.2,50,8.5,12.2,3.2,2,1.4,5.3,308
22105,2019-02-04 05:00,12.2,309,15.8,1014.9,48,8.1,12.7,3.9,2.5,1.8,4.6,313
22105,2019-02-04 06:00,11.2,314,14.5,1016.5,49,6.8,12.9,3.6,2,1.4,6.4,306
22105,2019-02-04 07:00,11.4,327,15.5,1018.1,49,6.5,13,4.5,2.9,2.1,6.4,312
22105,2019-02-04 08:00,11.1,338,16,1019.7,53,5.9,13.1,4.2,2.7,1.9,5.8,327
22105,2019-02-04 09:00,9.7,335,12.5,1021.2,49,5.4,13.1,6.5,3.4,2.4,7.1,346
22105,2019-02-04 10:00,8.7,337,11.6,1022.2,48,5.2,13.1,5.7,3,2.1,8,348
22105,2019-02-04 11:00,6.6,333,9.5,1022.8,42,5.1,13.1,3.9,2.7,1.9,8,340
22105,2019-02-04 12:00,4.8,296,7.5,,39,5.2,13.1,4,2.4,1.7,8,344
22105,2019-02-04 13:00,5.7,293,8.7,1022.3,34,5.2,13,3.1,1.9,1.3,7.1,348
22105,2019-02-04 14:00,4.8,299,7.4,1021.9,29,5.3,12.9,3.4,1.9,1.4,7.1,349
22105,2019-02-04 15:00,6.1,316,10.2,1021.5,28,5.7,12.8,2.6,1.8,1.2,6.4,334
22105,2019-02-04 16:00,8.3,302,12.3,1021.4,31,6.1,12.8,2.9,1.9,1.3,7.1,10
22105,2019-02-04 17:00,7.3,321,10.2,1021.9,32,6.2,12.9,3.6,2.1,1.5,8,19
22105,2019-02-04 18:00,7,313,9.7,1021.9,34,6.6,12.8,2.9,2.1,1.5,8,37
22105,2019-02-04 19:00,4.5,309,6.6,1022.4,30,6.7,12.8,3.5,2.3,1.6,7.1,22
22105,2019-02-04 20:00,5.1,312,7.9,1022.6,32,6.7,12.8,3.4,2,1.4,8,25
22105,2019-02-04 21:00,5.1,240,7.6,1022.7,34,7.1,12.8,3.3,1.9,1.4,8,33
22105,2019-02-04 22:00,5.4,252,8.7,1022.9,33,6.8,12.7,3,1.7,1.2,8,15
22105,2019-02-04 23:00,5.5,283,7.5,1023.2,28,6.6,12.7,2.7,1.8,1.2,8,26
22105,2019-02-05 00:00,5.6,284,7.4,,30,6.7,12.7,2.9,1.7,1.2,9.1,18
22105,2019-02-05 01:00,4.5,277,6.2,1023.6,30,6.3,12.7,2.7,1.8,1.2,9.1,15
22105,2019-02-05 02:00,5.2,288,7.3,1023.4,31,6.5,12.6,2.7,1.6,1.2,8,25
22105,2019-02-05 03:00,4,261,6.1,1023.2,30,6.2,12.7,3,1.6,1.1,7.1,13
22105,2019-02-05 04:00,4.1,281,6.2,1023.3,31,6.8,12.8,2.5,1.5,1.1,7.1,28
22105,2019-02-05 05:00,3.7,284,5.6,1023.2,32,6.2,12.8,2.5,1.4,1,7.1,53
22105,2019-02-05 06:00,3.5,301,5.6,1023.1,34,6.5,12.7,2.4,1.3,.9,7.1,38
22105,2019-02-05 07:00,3.1,271,5.3,1022.8,31,6,12.7,2.1,1.3,.9,8,57
22105,2019-02-05 08:00,1,300,3,1022.7,34,6.4,12.7,1.9,1.1,.7,7.1,27
22105,2019-02-05 09:00,2.4,205,4.6,1022.7,34,6.7,12.7,1.8,1.1,.8,7.1,35
22105,2019-02-05 10:00,2.9,232,4.1,1023,41,6.7,12.6,2,1.2,.8,7.1,61
22105,2019-02-05 11:00,2.7,220,4.1,,39,6.8,12.7,1.9,1.1,.8,5.3,350
22105,2019-02-05 12:00,3.3,220,5.4,1022.3,41,7,12.8,1.8,.9,.7,6.4,31
22105,2019-02-05 13:00,6.4,190,8.4,1020.6,40,7.8,12.8,1.6,.8,.6,5.3,346
22105,2019-02-05 14:00,8.2,198,10.7,1019.1,40,8.6,12.8,1.7,1.1,.8,7.1,37
22105,2019-02-05 15:00,8,203,10.2,1018.1,39,9.3,12.9,1.9,1.1,.8,3.6,214
22105,2019-02-05 16:00,9,197,11.6,1017.5,39,9.6,12.9,2.1,1.2,.8,3.8,229
22105,2019-02-05 17:00,8.4,180,10.2,1017.5,43,9.7,13,1.9,1.3,.9,4.3,182
22105,2019-02-05 18:00,8.9,185,11.3,1016.9,46,10.1,13,2.1,1.4,1,4.6,179
22105,2019-02-05 19:00,9.5,193,11.8,1016.9,50,10.2,12.7,2.2,1.5,1.1,4.9,178
22105,2019-02-05 20:00,8.7,196,11.1,1017.1,46,10.4,12.5,2.8,1.4,1,4.6,193
22105,2019-02-05 21:00,6.9,219,8.6,1017.2,37,10.6,12.3,2.3,1.3,.9,4.6,196
22105,2019-02-05 22:00,6.3,216,8.3,1016.7,40,9.9,12.4,1.8,1.1,.8,4,178
22105,2019-02-05 23:00,5.9,233,7.2,,40,10.2,12.6,1.7,1.1,.8,4.6,169
22105,2019-02-06 00:00,4.1,230,5,1016.6,43,10.2,12.7,1.6,1,.7,4.3,199
22105,2019-02-06 01:00,3.2,213,5,1016.4,45,9.7,12.4,1.4,.9,.7,4.6,177
22105,2019-02-06 02:00,2.2,235,3,1016.4,43,10,12.6,1.3,.8,.5,4,205
22105,2019-02-06 03:00,1.6,238,2.6,1016.3,43,9.7,12.7,1.3,.8,.5,4,193
22105,2019-02-06 04:00,1.1,321,2,1016,45,10,12.8,1.1,.7,.5,4.6,188
22105,2019-02-06 05:00,5.7,350,7.5,1015.6,35,9.9,12.8,1,.7,.5,4.3,200
22105,2019-02-06 06:00,5.2,352,6.6,1016,38,10.1,12.8,1,.6,.5,3.6,217
22105,2019-02-06 07:00,3.8,358,5.4,1016.4,33,9.7,12.7,1,.6,.4,3.4,299
22105,2019-02-06 08:00,2.5,337,3.5,,36,9.9,13.1,1,.6,.4,3.4,335
22105,2019-02-06 09:00,.8,339,1.7,1016.6,33,9.8,13.2,.8,.5,.4,3.4,331
22105,2019-02-06 10:00,1.6,84,2.7,1015.3,33,10,13.2,.9,.6,.4,7.1,93
22105,2019-02-06 11:00,2.6,120,4.5,1015.2,41,9.9,13.3,.7,.5,.3,3.6,343
22105,2019-02-06 12:00,3.1,165,4.6,1015.6,40,10.3,13.6,.7,.4,.3,3.4,10
22105,2019-02-06 13:00,4.4,173,6.1,1014.9,44,10.4,13.7,.7,.5,.3,4,354
22105,2019-02-06 14:00,5.5,173,7.3,1013.9,46,10.6,13.7,.7,.5,.3,3.4,4
22105,2019-02-06 15:00,4.6,184,6.2,1013.1,46,10.8,13.7,.8,.5,.4,2.2,202
22105,2019-02-06 16:00,4.6,171,6.1,1012.5,49,10.9,13.7,.9,.6,.4,7.1,30
22105,2019-02-06 17:00,4.6,177,5.9,1012.6,52,11,13.6,1,.6,.4,2.6,203
22105,2019-02-06 18:00,4.5,198,6,1013,53,11.2,13.5,1.1,.7,.5,7.1,30
22105,2019-02-06 19:00,4.1,209,5.3,1013.4,53,11,13.4,1.3,.8,.6,7.1,19
22105,2019-02-06 20:00,3.7,302,5.8,1013.4,56,11.5,13.3,1.4,.8,.6,6.4,18
22105,2019-02-06 21:00,6.5,349,8.2,1013.6,68,9.9,13.3,1.8,.9,.6,6.4,14
22105,2019-02-06 22:00,6.2,5,7.8,1014.1,70,9.7,13.3,1.5,1,.7,5.8,21
22105,2019-02-06 23:00,4.4,358,5.9,1014.5,60,9.8,13.3,1.6,1.1,.8,6.4,355
22105,2019-02-07 00:00,3.9,324,5.3,1014.4,62,9.6,13.3,2,1.1,.8,7.1,51
22105,2019-02-07 01:00,4.7,314,6.4,1014.4,61,10,13.3,1.7,1.1,.8,5.8,24
22105,2019-02-07 02:00,4.6,313,5.9,1014.2,66,9.3,13.3,1.8,1,.7,6.4,27
22105,2019-02-07 03:00,4.5,318,6.1,1014.2,68,9.2,13.2,1.6,1,.7,6.4,38
22105,2019-02-07 04:00,3.5,315,4.9,1014,70,8.5,13.1,1.6,1,.7,5.8,33
22105,2019-02-07 05:00,3.5,317,5.4,1013.1,73,8.7,13.1,1.4,1,.7,7.1,33
22105,2019-02-07 06:00,3.7,317,5.5,1012.6,73,7.8,13.1,1.8,1.1,.7,6.4,31
22105,2019-02-07 07:00,4.3,292,5.8,1012.6,74,7.6,13.1,1.8,1.1,.8,6.4,12
22105,2019-02-07 08:00,6.4,282,7.9,1012.8,75,8,13.1,2.1,1.4,1,7.1,30
22105,2019-02-07 09:00,9.7,317,12.2,1012.9,76,8.4,13.2,3.2,1.7,1.2,7.1,23
22105,2019-02-07 10:00,8.5,10,11.5,1014.6,84,6.1,13.1,4,1.9,1.4,6.4,358
22105,2019-02-07 11:00,11.2,9,14.4,1016,83,4.4,13.1,4.2,2.4,1.7,7.1,43
22105,2019-02-07 12:00,7.6,32,10.4,1015.7,79,4.2,13.1,4.3,2.3,1.6,6.4,28
22105,2019-02-07 13:00,7.4,350,10.3,1015.6,78,4.2,13.1,3.8,2.4,1.7,7.1,21
22105,2019-02-07 14:00,6.8,1,9,1016,82,3.8,13.1,3.6,2.1,1.5,7.1,45
22105,2019-02-07 15:00,9.3,5,12.3,1016,75,4.1,13.1,3.4,2.2,1.6,8,46
22105,2019-02-07 16:00,10.4,343,13.2,1016.4,80,3.1,13.1,3.7,2.1,1.5,7.1,58
22105,2019-02-07 17:00,8.7,1,12.1,1017.1,57,3.9,13.1,3.6,2.3,1.6,8,39
22105,2019-02-07 18:00,7.1,351,10.5,1017.9,58,3.5,13.1,3.7,2.2,1.6,8,55
22105,2019-02-07 19:00,6.3,333,10,1018.4,58,3.5,13.1,3.9,2.8,2,8,52
22105,2019-02-07 20:00,6.8,333,10.4,1019.3,58,3,13.1,4.2,2.3,1.7,8,44
22105,2019-02-07 21:00,6.8,336,10.4,1019.4,52,3.6,13.1,4.4,2.4,1.7,8,34
22105,2019-02-07 22:00,8.5,332,12.4,1020.2,55,2.9,13.1,4.2,2.5,1.8,8,35
22105,2019-02-07 23:00,9,348,12.9,1020.7,61,2.7,13.1,4.4,2.4,1.7,8,37
22105,2019-02-08 00:00,9.5,344,13.4,1021.3,59,2.1,13.1,4.8,2.7,1.9,7.1,18
22105,2019-02-08 01:00,11.1,346,14.1,1022,60,1.5,13.1,4.9,3,2.2,7.1,31
22105,2019-02-08 02:00,11.2,340,15.5,1022.3,60,1.2,13.1,4.8,2.7,1.9,7.1,19
22105,2019-02-08 03:00,10.8,342,14.9,1022.4,59,.2,13,5.8,2.8,2,8,27
22105,2019-02-08 04:00,11,345,14.6,1022.4,60,.5,13,4.7,3.1,2.2,8,6
22105,2019-02-08 05:00,10.5,345,14.1,1022.2,76,.3,13,4.5,3,2.1,8,337
22105,2019-02-08 06:00,8.1,352,11.6,1022.6,53,1.3,13,4.3,2.6,1.9,7.1,359
22105,2019-02-08 07:00,8.1,358,10.8,1023.2,58,.4,13,4.1,2.3,1.7,5.8,6
22105,2019-02-08 08:00,7,6,9.7,1023.7,57,.8,13,3.7,2.2,1.6,7.1,355
22105,2019-02-08 09:00,5.4,10,8.8,1024.8,57,.5,13,3.9,2.2,1.5,7.1,18
22105,2019-02-08 10:00,5.6,8,7.9,1024.8,55,.4,13,3.7,2,1.4,7.1,12
22105,2019-02-08 11:00,4.9,13,7.4,1025.2,56,.4,13,2.7,1.7,1.2,6.4,20
22105,2019-02-08 12:00,4.3,15,7.5,1025.6,56,.4,13,2.4,1.6,1.2,8,31
22105,2019-02-08 13:00,3.8,12,6,1025.2,56,.5,13,2.4,1.6,1.2,7.1,28
22105,2019-02-08 14:00,4.4,1,7.2,1024.2,58,.5,13,3.3,1.7,1.2,8,41
22105,2019-02-08 15:00,3.5,0,5.9,1023.5,57,.6,13,2.6,1.7,1.2,8,53
22105,2019-02-08 16:00,3.6,44,5.7,1023.2,57,.8,13,2.4,1.7,1.2,7.1,34
22105,2019-02-08 17:00,3.8,30,6.9,1022.7,57,1.1,13,2.5,1.5,1.1,7.1,19
22105,2019-02-08 18:00,2.4,58,5.3,1022.2,58,1,13,2.7,1.7,1.2,6.4,49
22105,2019-02-08 19:00,1.8,16,3.3,1023.2,56,1.3,13,2.2,1.5,1.1,7.1,58
22105,2019-02-08 20:00,.7,95,2.6,1022.9,54,1,12.9,2.6,1.5,1,7.1,29
22105,2019-02-08 21:00,1.6,66,3.1,1023.1,56,1.6,12.9,2.8,1.7,1.2,7.1,41
22105,2019-02-08 22:00,.9,41,2.8,1022.6,55,1.5,12.9,2.5,1.5,1,7.1,58
22105,2019-02-08 23:00,.6,35,2.3,1022.7,54,2,12.9,2.3,1.4,1,8,43
22105,2019-02-09 00:00,1.3,128,2.9,,55,2.2,12.8,2,1.2,.9,6.4,48
22105,2019-02-09 01:00,2,176,3.9,1021.1,55,2.9,12.8,2,1.2,.8,8,48
22105,2019-02-09 02:00,2.3,178,4.7,1020.8,53,3.1,12.8,2.2,1.2,.9,6.4,40
22105,2019-02-09 03:00,4.6,192,6.5,1020.1,53,3.8,12.8,2.1,1,.7,5.8,24
22105,2019-02-09 04:00,4.8,238,6.7,1020.1,54,4,12.8,1.7,1.1,.8,7.1,31
22105,2019-02-09 05:00,6.8,245,9.8,1019.5,47,4.6,12.9,1.7,1,.7,6.4,44
22105,2019-02-09 06:00,5.9,286,8.4,1019.1,39,3.8,12.9,1.7,1,.7,8,58
22105,2019-02-09 07:00,7.8,298,12,1019.2,42,3.7,12.9,1.8,1.1,.8,7.1,42
22105,2019-02-09 08:00,9.8,308,12.6,1019.8,44,3.2,12.9,2.1,1.3,.9,4.6,303
22105,2019-02-09 09:00,10.5,308,14.8,1020.6,49,2.5,12.9,2.7,1.6,1.1,4.9,323
22105,2019-02-09 10:00,10.9,315,14.2,1020.7,54,2.3,12.8,3.5,2.1,1.5,5.3,312
22105,2019-02-09 11:00,12,319,16.1,1021,62,1.5,12.8,3.6,2.2,1.5,5.3,332
22105,2019-02-09 12:00,11.8,324,16.2,1021.5,61,1.3,12.8,4.3,2.2,1.6,5.8,332
22105,2019-02-09 13:00,11,329,15.7,1021.8,58,1.6,12.8,3.9,2.4,1.7,6.4,342
22105,2019-02-09 14:00,11.9,323,15.7,1021.6,66,1.8,12.7,3.8,2.4,1.7,6.4,340
22105,2019-02-09 15:00,12.6,322,18,1021.1,67,2.1,12.7,4.1,2.6,1.8,6.4,358
22105,2019-02-09 16:00,10.8,341,13.6,1022.6,92,.4,12.7,3.9,2.4,1.7,5.8,345
22105,2019-02-09 17:00,5.5,14,10.3,1023.1,94,.4,12.6,3.9,2.6,1.8,6.4,359
22105,2019-02-09 18:00,11.8,29,14.8,1023.8,86,1.7,12.6,4.6,2.9,2.1,6.4,0
22105,2019-02-09 19:00,10.7,28,12.8,1024.8,80,.9,12.6,5.4,3.4,2.4,8,52
22105,2019-02-09 20:00,7.4,30,11.2,1026,69,1.6,12.6,5,3.1,2.2,8,49
22105,2019-02-09 21:00,6.6,30,9.1,1026.2,70,1.5,12.6,5,3.2,2.3,7.1,13
22105,2019-02-09 22:00,6.3,15,8.9,1026.2,71,.8,12.6,4.2,2.5,1.8,8,50
22105,2019-02-09 23:00,6.4,23,8.7,1027.1,68,1.4,12.6,3.9,2.4,1.7,8,53
22105,2019-02-10 00:00,8,18,10.3,1027.1,67,1.1,12.6,4.1,2.5,1.8,8,62
22105,2019-02-10 01:00,6.5,12,9.1,1027.7,63,1.7,12.7,3.5,2.4,1.7,8,75
22105,2019-02-10 02:00,6.8,15,9.3,1028.2,64,1.3,12.8,3,2,1.4,8,78
22105,2019-02-10 03:00,6,11,8.2,1028.4,69,1.1,12.8,3.2,2,1.4,8,77
22105,2019-02-10 04:00,5,13,7.5,1028,63,.7,12.7,2.8,1.8,1.3,7.1,58
22105,2019-02-10 05:00,6.5,2,9.1,1028.3,67,1.2,12.7,3.2,2,1.4,7.1,62
22105,2019-02-10 06:00,5.8,20,8.2,1028.6,69,.6,12.7,2.7,1.5,1.1,6.4,57
22105,2019-02-10 07:00,6.1,30,9.1,1029.2,64,.8,12.7,2.6,1.7,1.2,7.1,77
22105,2019-02-10 08:00,4.1,48,6.5,1029.5,64,1,12.7,2.3,1.6,1.1,6.4,40
22105,2019-02-10 09:00,4.2,36,7.1,1030.1,63,1.2,12.8,2.5,1.7,1.2,7.1,51
22105,2019-02-10 10:00,3.2,32,5.5,1029.9,58,1.4,12.7,2.1,1.5,1,7.1,74
22105,2019-02-10 11:00,1.7,86,3.7,1029.6,56,1.8,12.7,2.1,1.5,1.1,7.1,74
22105,2019-02-10 12:00,2.5,100,4.4,1029.7,59,2.1,12.7,2.1,1.5,1.1,5.8,44
22105,2019-02-10 13:00,.9,64,3.1,1029.1,61,2.2,12.7,2.4,1.2,.9,7.1,41
22105,2019-02-10 14:00,2.9,115,4.3,1028.8,83,1,12.7,2.5,1.3,.9,6.4,41
22105,2019-02-10 15:00,3,105,5.2,1028,82,1.4,12.7,2.1,1.2,.9,5.8,29
22105,2019-02-10 16:00,2.2,115,3.9,1028.1,83,1.3,12.7,1.9,1.1,.8,6.4,17
22105,2019-02-10 17:00,2.8,53,4.2,1027.9,85,1.5,12.8,2,1.2,.9,6.4,24
22105,2019-02-10 18:00,3.7,83,5.6,1027.5,84,1.9,12.8,2.1,1.2,.8,6.4,35
22105,2019-02-10 19:00,1.3,62,3,,82,1.8,12.9,2,1.1,.8,7.1,7
22105,2019-02-10 20:00,1.9,79,4.1,1027.5,82,2.7,13,2,1.2,.9,7.1,27
22105,2019-02-10 21:00,.7,65,2.1,1027,86,2,13,2.1,1.2,.9,6.4,13
22105,2019-02-10 22:00,1.1,270,2.6,1026.4,82,3.4,13,1.9,1.2,.8,6.4,46
22105,2019-02-10 23:00,2.5,272,4.8,1026,73,3.6,13.2,1.7,1.1,.8,7.1,24
22105,2019-02-11 00:00,4.2,289,7.5,1025.4,76,3.7,13.3,1.9,1.2,.9,7.1,37
22105,2019-02-11 01:00,4.5,306,9.9,1025.5,81,2.8,13.2,1.8,1,.7,7.1,31
22105,2019-02-11 02:00,7,316,9.9,1024.7,58,3.9,13.3,1.7,1.1,.8,7.1,41
22105,2019-02-11 03:00,7.3,314,10.8,1025.1,64,3.4,13.4,2.1,1.3,.9,6.4,36
22105,2019-02-11 04:00,8.9,326,11.7,1024.1,69,2.9,13.3,2.1,1.4,1,6.4,32
22105,2019-02-11 05:00,7.9,325,12.1,1023.7,57,3.5,13.3,2,1.2,.9,6.4,45
22105,2019-02-11 06:00,9.4,323,12.3,1023.6,62,3,13.4,2.3,1.4,1,4,338
22105,2019-02-11 07:00,9.3,324,12.9,1024.1,58,3.4,13.3,3.3,1.6,1.1,5.3,335
22105,2019-02-11 08:00,9.7,321,12.1,1024.9,55,3.2,13.2,2.9,1.7,1.2,5.3,359
22105,2019-02-11 09:00,10.4,330,13.5,1025.2,59,3.2,13.2,3.5,1.7,1.2,4.9,349
22105,2019-02-11 10:00,10,321,12.8,1025.2,54,2.8,13.2,3,1.8,1.3,5.3,346
22105,2019-02-11 11:00,9.4,322,12.5,1025.2,56,2.8,13.2,2.5,1.9,1.3,5.3,342
22105,2019-02-11 12:00,9.9,318,13.5,1025.6,57,2.7,13.1,3,1.9,1.3,5.3,334
22105,2019-02-11 13:00,9.3,323,12.6,1025.3,50,2.3,13.1,2.9,1.9,1.3,5.3,4
22105,2019-02-11 14:00,9.3,319,12.2,1024.9,49,2.2,13,2.8,1.5,1.1,5.3,351
22105,2019-02-11 15:00,9.6,330,12.3,1025.6,49,2.7,12.9,3.4,1.8,1.3,5.8,26
22105,2019-02-11 16:00,10.3,347,14.1,1026,48,2.8,12.7,3.3,1.9,1.3,5.3,2
22105,2019-02-11 17:00,9.7,348,12.8,1026.8,44,3.1,12.6,3.1,2,1.4,6.4,32
22105,2019-02-11 18:00,9.5,339,12.9,1027.3,46,3.4,12.4,2.8,2,1.4,6.4,33
22105,2019-02-11 19:00,6.4,341,9.1,1027.9,42,3.2,12.2,3.2,1.9,1.3,5.8,358
22105,2019-02-11 20:00,7.3,335,10.3,1028.8,39,4.1,12.1,3.2,1.8,1.3,6.4,40
22105,2019-02-11 21:00,6.4,327,9.1,1029.1,37,3.9,12.1,2.8,1.8,1.3,5.8,349
22105,2019-02-11 22:00,6.8,314,9.4,1029.3,36,4.6,11.8,2.7,1.6,1.1,5.8,23
22105,2019-02-11 23:00,6.7,298,9.7,1029.7,36,4.3,12.3,2.8,1.7,1.2,6.4,28
22105,2019-02-12 00:00,7,305,10.2,1030.2,38,4.3,12.5,2.5,1.8,1.3,5.3,14
22105,2019-02-12 01:00,6.7,311,10,1030.4,40,3.6,12.6,2.6,1.6,1.2,6.4,23
22105,2019-02-12 02:00,6.6,299,9.3,1030.6,40,3.5,12.6,2.2,1.5,1.1,6.4,29
22105,2019-02-12 03:00,6.6,313,10,1030.8,39,3.8,12.6,2.3,1.6,1.1,5.3,12
22105,2019-02-12 04:00,6.1,321,9,1030.8,41,3.1,12.6,2.3,1.3,.9,6.4,27
22105,2019-02-12 05:00,7.2,291,10.2,1031,47,3.2,12.5,2.7,1.6,1.1,5.8,8
22105,2019-02-12 06:00,8.5,306,11.2,1031.4,45,2.3,12.3,2.8,1.6,1.1,6.4,27
22105,2019-02-12 07:00,7,299,10,1031.7,46,2.3,12.2,2.5,1.6,1.1,6.4,21
22105,2019-02-12 08:00,7.8,312,11.6,1031.8,47,2.3,12.2,2.6,1.5,1.1,5.8,20
22105,2019-02-12 09:00,9.3,313,13,1032.3,47,2.7,12.1,3,1.8,1.3,5.3,352
22105,2019-02-12 10:00,7.6,305,11,1032.8,49,2.5,12,2.7,1.8,1.2,6.4,25
22105,2019-02-12 11:00,6.6,296,9,1033.1,48,2.4,12.2,2.8,1.7,1.2,5.8,8
